Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guatemala,GTM,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,328600000,347900000,358300000,463700000,466300000,329200000,243600000,232400000,167000000,153100000,245200000,299000000,355900000,363200000,328000000,500300000,548100000,601700000,672500000,638200000,626600000,759100000,759700000,784800000,889333694.1,1018238544,1085463440,1324700000,1428800000,1756400000,2017000000,2390163380,2137895070,2401096060,2616426700,2810782970,2897617790,3050054730,3090807450,3125260990,3243073590,3469710010,3550502730,2763748790,3992032750,5279796790
Guatemala,GTM,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,138000000,133100000,137100000,165000000,201500000,229200000,206800000,247700000,249400000,250246000,283889000,302562000,323875000,430061000,700349000,732197000,837861000,1064850000,1284542000,1500977000,1595110000,1671187000,1380920000,1132221000,1279960500,1180739100,958121100,1433607500,1541908500,1644260700,1698000600,1892672800,2562359600,2600276200,2651554800,3292565400,3146220700,4170655120,5564732454,5632584348,5074217468,5566511404,7656593385,8116195301,9388581884,10498454123,11913078807,13575222487,14380080932,11385717219,13699149470,16357621987,16804999159,17353139096,18262020002,17628733593,17001895800,18388734500,19623175700,19881309700,18205822000,,
Guatemala,GTM,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,,,,,,,,,,,0.005283755,0.002313575,0.001543805,0.001395151,0.001285074,0.002048629,0.002148328,0.073531483,0.001012034,0.000466363,0.000438841,0.001735294,0.000868986,0.004062811,0.001460983,0.003319954,,0.001946139,0.000492896,0.000735893,0.00245583,0.000623457,0.004761236,0.016828981,0.001067298,0.000771435,0.004526065,0.004329045,0.001438053,0.001702849,0.004669291,0.006462504,0.015823173,0.004267825,0.007547721,0.008887108,0.104608558,0.215301046,0.021757214,0.023548811,0.021862635,0.02485813,0.101096084,0.0270596,0.026051872,0.026353549,0.036012455,0.034668509,0.068295775,0.043364346,0.081299268,,
Guatemala,GTM,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,0.579710145,0.30052592,0.583515682,0.363636364,0.446650124,0.436300175,0.918762089,0.968914009,0.601443464,0.345260264,0.359647609,0.218137109,0.238981088,0.161372456,0.241165476,0.202677695,0.284892124,0.370099075,0.302208881,0.372557341,0.171586913,0.145704819,0.143237841,0.215328986,0.291696502,0.434609136,0.57336176,0.509267704,0.759163076,0.792848725,1.084304682,0.94005155,0.897188669,0.581607446,0.62642869,0.453336477,0.541211238,2.170115139,3.575245378,3.868570116,2.6479898,4.80116363,2.942347761,3.274833591,3.868684999,4.34474167,7.991884377,8.469121461,9.039036923,7.860284115,10.60735766,10.18185704,11.42284011,11.9660397,13.05203694,14.33589312,14.64324702,14.47677381,15.39080649,15.48889558,17.41231239,,
Guatemala,GTM,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,1.00554329,0.872656981,1.378652403,1.498150258,1.900066197,1.579182042,1.502083267,1.482382345,1.74255748,1.773576506,1.295345486,1.607448007,1.2716097,1.406619014,1.424453181,1.39861078,1.159263813,1.204964011,1.602151509,1.14022159,1.209634286,1.382400706,1.505859752,,,,,,1.171864168,1.161494869,1.188771349,1.055273263,1.298710269,1.306462021,1.169950439,1.254462047,1.465468065,1.187387069,1.102683944,1.318267372,0.997526167,1.219386601,1.335235733,1.275322208,1.162644211,1.194874191,1.321115112,1.117260884,1.007529704,1.009883576,0.918389753,0.979507649,1.172887655,1.27394243,1.237485545,1.13803548,1.311466813,1.282423417
Guatemala,GTM,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,6.931387563,5.312571864,3.809972803,2.399809453,2.133594445,2.174145431,5.042937108,7.641709665,7.365102872,13.41802049,14.10086481,12.64058907,14.1025033,12.74769948,10.71500529,24.20671194,37.82906897,19.25213993,16.9134249,32.9934052,35.75350587,16.79531227,12.78449026,,,,,,12.07241213,11.50755218,12.44694472,14.79984888,10.67674058,8.246353367,9.807353126,14.35612971,13.62980343,12.12589392,13.70229906,14.35763339,15.48883867,19.47116473,18.03690173,19.54972463,19.27992142,18.08101918,19.94678782,19.66231077,19.06266872,19.50277306,14.23642707,13.5929754,15.32347302,16.63994546,16.46730687,11.81726192,15.07327107,17.76700508
Guatemala,GTM,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23,,7.39,10.08,8.24,7.5,7.92,7.02,6.98,6.53,5.45,5.25,5.24,4.99,5.52,5.32,5.23,9.49,4.98,5.62,5.63,,,,,8.76,,
Guatemala,GTM,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,10.72,9.72,9.13,9.05,9.43,9.56,9.06,7.31,8.83,8.96,6.58,4.99,5.65,4.75,4.77,4.87,4.67,4.2,4.06,,,,,3.54,,
Guatemala,GTM,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,,6.8,6.98,5.94,5.81,6.52,6.11,6.53,6.16,5.82,5.39,5.4,5.17,5.48,5.32,5.16,6.7,5.15,4.76,4.76,,,,,5.45,,
Guatemala,GTM,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,,8.35,7.69,7.12,6.87,7.16,6.91,6.41,5.2,6.69,6.55,5.36,4.45,5.01,4.09,3.99,3.86,3.83,3.51,3.33,,,,,2.6,,
Guatemala,GTM,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,6.58,6.04,5.15,5.14,5.88,5.73,6.34,6,5.97,5.44,5.47,5.26,5.45,5.31,5.11,5.16,5.24,4.29,4.28,,,,,4.31,,
Guatemala,GTM,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29,,8.01,7.4,6.83,6.56,6.87,6.57,6.08,4.93,6.46,6.29,5.21,4.38,4.93,4.02,3.9,3.75,3.73,3.43,3.24,,,,,2.49,,
Guatemala,GTM,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,17.69126174,18.46278417,15.74849725,13.10435766,12.08823464,11.59069539,11.44753307,15.82646215,16.24405211,17.25449961,17.60688125,17.87601045,23.21032736,24.57613269,25.76147685,27.37307253,25.92762133,32.49443089,41.24673946,41.71790726,43.48610278,49.45246009,67.21279588,69.24368537,74.05997059,75.28992009,79.85324874,84.2478066,79.88637432,71.15462989,78.33951015,83.22770065,86.52280925,89.63635437,93.17243082,100,105.9076986,109.6185469,112.379041,114.682154,111.7116727,145.7753691,
Guatemala,GTM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141000000,135000000,119000000,157000000,183000000,182000000,225000000,276000000,312000000,385000000,421000000,529000000,597000000,687000000,604000000,621000000,656000000,712000000,768000000,782000000,754000000,754000000,775000000,807000000,814000000,256000000,,
Guatemala,GTM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.650350641,7.902735562,8.459441677,9.435585637,10.74681762,12.89721078,15.0654978,16.32065293,15.68469024,10.15228426,11.68856117,12.09051441,12.1063986,12.21693249,12.8893078,10.97149062,9.319228452,9.758324157,9.954330036,9.261893066,9.486942938,9.709643597,9.188960474,9.250948364,9.025121436,2.347994832,,
Guatemala,GTM,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,,,,28.1,,,,26.8,,,27.6,,,,,,,20.8,,,,,,13.9,,,,,,,
Guatemala,GTM,Rural population (% of total population),SP.RUR.TOTL.ZS,68.879,68.232,67.576,66.914,66.318,66.011,65.702,65.392,65.081,64.768,64.455,64.139,63.823,63.506,63.191,62.875,62.557,62.238,61.919,61.598,61.276,60.953,60.63,60.305,59.979,59.653,59.326,58.998,58.668,58.339,58.008,57.677,57.345,57.013,56.68,56.346,56.011,55.677,55.341,55.005,54.668,54.332,53.995,53.682,53.384,53.087,52.79,52.492,52.193,51.896,51.597,51.299,51,50.689,50.366,50.029,49.681,49.32,48.946,48.561,48.164,47.755,47.334
Guatemala,GTM,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7,,,,,,96.4,,,,,,,
Guatemala,GTM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,2017122,2077759,2140299,2204540,2270180,2336946,2404771,2473212,2541871,2610477,2678750,2746546,2814121,2881743,2950129,3019535,3089790,3162315,3239125,3321256,3409601,3504506,3608489,3716035,3822983,3932890,4046151,4162784,4282517,4405181,4530225,4657117,4784750,4912026,5038658,5165706,5293236,5421410,5552808,5687708,5829545,5972917,6113334,6249771,6385836,6521662,6656988,6791673,6925630,7058856,7191268,7324691,7457240,7590464,7723659,7856056,7987891,8119332,8250539,8380231,8509834,8639673,8767508
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,,2.936234518,2.936142319,2.922213077,2.893360487,2.850493537,2.804420185,2.744536847,2.671509104,2.589681567,2.507663212,2.433237651,2.372464859,2.326203719,2.292122312,2.257347972,2.239114591,2.250160973,2.300783762,2.389166726,2.494654354,2.590691543,2.671766063,2.71559914,2.739688448,2.754094839,2.763170626,2.768564246,2.768246906,2.759321995,2.734472527,2.689429601,2.624668674,2.550623477,2.490558872,2.452988793,2.402720921,2.358059233,2.361987483,2.369476412,2.433943645,2.4024009,2.297882417,2.180745246,2.125985971,2.077170631,2.026228097,1.975962167,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854,1.480316806,1.439868495
Guatemala,GTM,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.05,1.05,1.049,1.048,1.048,1.048,1.047,1.047,1.047,1.046,1.045,1.045,1.044,1.044,1.044,1.044,1.044,1.045,1.043,1.042,1.04,1.038,1.04,1.041,1.041,1.042,1.042,1.041,1.04,1.04,1.041,1.04,1.04,1.038,1.036,1.035,1.035,1.035,1.034,1.035,1.034,1.034,1.034,1.032,1.032,1.031,1.032,1.033,1.033,1.033,1.034,1.034,1.034,1.034,1.035,1.035,1.036,1.037,1.037,1.038,1.038,1.039,
Guatemala,GTM,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.362474828,0.386113959,0.408257116,0.426129516,0.437570127,0.440459387,0.436272383,0.428881894,0.421190754,0.415405557,0.414056678,0.418999668,0.429847996,0.443915436,0.459225916,0.475265082,0.487628602,0.49566324,0.50149345,0.50416046,0.504177718,0.503118833,0.506514019,0.515576776,0.525658486,0.536188659,0.547686269,0.559716351,0.572067663,0.583609917,0.593513865,0.603453265,0.61445537,0.625820858,0.634320417,0.642944829,0.657846883,0.679134001,0.705752215,0.735745931,0.767433914,0.800425477,0.835000413,0.869674877,0.899020196,0.918800904,0.930144419,0.93387969,0.927386621,0.911544658,0.890778149,0.866248518,0.839743262,0.817525812,0.805719534,0.804937266,0.812610166,0.826898109,0.845820413,0.866778379,0.887489725,0.903771894,0.916970034
Guatemala,GTM,"Population ages 65 and above, total",SP.POP.65UP.TO,99387,103165,107224,111325,115381,119522,123614,127440,131005,134456,138036,141937,146190,150886,156352,162554,168621,174816,181579,188430,195311,202295,211661,223247,234075,244483,255765,268321,282066,296593,311422,326806,342859,359113,372483,383102,394271,406213,418601,431269,444880,458771,472526,486458,501001,516217,531834,547547,563229,578844,594336,610302,627319,646374,666932,688013,710167,734228,760781,789730,817727,838453,852613
Guatemala,GTM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,48375,50311,52444,54674,56972,59401,61851,64164,66325,68408,70556,72866,75341,78014,81021,84349,87537,90732,94204,97676,101120,104640,109403,115217,120647,126006,131919,138540,145796,153523,161567,170090,179103,188270,196063,202504,209220,216364,223592,230619,237780,244818,251579,258332,265431,272982,280896,289035,297369,305933,314694,323952,334037,345455,357763,370327,383409,397429,412716,429256,446519,461388,472857
Guatemala,GTM,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.63339673,1.648463678,1.652538763,1.64920713,1.641603251,1.63042109,1.618925631,1.610308281,1.607131081,1.612518373,1.625193468,1.641300149,1.658334131,1.674274182,1.68036808,1.674919797,1.66537253,1.657681178,1.654358612,1.655231329,1.663987465,1.684632883,1.718302286,1.763349565,1.813885005,1.863133337,1.910786766,1.958014697,2.000916871,2.03038901,2.039679592,2.032494362,2.01028685,1.966835144,1.907805877,1.844082756,1.775567803,1.704103005,1.641961574,1.602495267,1.58813691,1.593221234,1.612530835,1.641599828,1.674678337,1.709430783,1.748091393,1.793197649,1.849465781,1.908720492,1.960778165,2.010048606,2.058235119,2.102151403,2.147725736,2.199719749,2.250065558,2.295060847,2.335492263,2.371002643,2.39875579,2.418986374,2.434800004
Guatemala,GTM,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.729661454,2.736739667,2.740549743,2.740073104,2.729396067,2.706106677,2.678489086,2.655309186,2.638320876,2.62949414,2.636275996,2.664261339,2.71310014,2.778881316,2.849639669,2.915582333,2.976961176,3.037451466,3.093528117,3.130655622,3.138042491,3.119072067,3.076069463,3.00219346,2.904097768,2.797347273,2.682946106,2.56307661,2.456631198,2.383275472,2.345699699,2.337157754,2.351158,2.37983231,2.41683696,2.457973143,2.503409153,2.556432782,2.621829102,2.688263073,2.743565232,2.793760147,2.841478378,2.883279113,2.92759087,2.981707358,3.036205079,3.084485401,3.125321295,3.15854063,3.186309683,3.211105859,3.233363367,3.256616181,3.28370988,3.312889362,3.344946481,3.380668626,3.418069018,3.457233688,3.50045773,3.549249518,3.606635261
Guatemala,GTM,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,3.96846881,4.000737995,4.065061315,4.155082632,4.257442673,4.357867061,4.452939485,4.545274467,4.628991618,4.685559685,4.701013734,4.679502152,4.623933014,4.522781854,4.383147506,4.227046794,4.056149195,3.873841178,3.707849215,3.586223197,3.513019879,3.480480175,3.485845178,3.517890536,3.561128641,3.609572066,3.663586871,3.726049184,3.803108524,3.878630304,3.937052633,3.989071617,4.037788573,4.07737392,4.116728455,4.164825543,4.212043635,4.251402933,4.280786146,4.299761951,4.310535115,4.315707218,4.317549309,4.320545168,4.328357079,4.339650496,4.356432259,4.378475138,4.401418057,4.424947332,4.454217979,4.492602478,4.542716365,4.608522902,4.691207792,4.785486906,4.88429666,4.988559922,5.098139531,5.210202632,5.32978749,5.457563552,5.58401815
Guatemala,GTM,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.91067062,6.888737551,6.82260314,6.694382296,6.510499665,6.300927107,6.066030584,5.810526846,5.573131769,5.391269227,5.271188919,5.199452894,5.168443729,5.169524141,5.204308416,5.263685194,5.333664786,5.418519953,5.525477324,5.631459565,5.712057218,5.779558935,5.831086879,5.861003324,5.899879401,5.963644102,6.029109223,6.082619328,6.120883267,6.143361073,6.156476295,6.162230876,6.159352446,6.153671964,6.144988905,6.130199066,6.11588938,6.105071252,6.093289386,6.079380274,6.065026734,6.057319057,6.068383227,6.102752864,6.162918573,6.242668207,6.332314877,6.430889433,6.534676916,6.638568495,6.747792927,6.86278716,6.971772905,7.075788971,7.16424811,7.221661157,7.268208972,7.328952029,7.408733281,7.513442156,7.644413542,7.780137768,7.90687983
Guatemala,GTM,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.685515191,7.6262477,7.640529456,7.707913485,7.806575773,7.926158723,8.065915567,8.229656401,8.425670977,8.614079215,8.757592829,8.863464309,8.936185957,8.968954025,9.003223266,9.063644955,9.117037583,9.152506981,9.16672075,9.161993208,9.146429017,9.124452992,9.086758298,9.039569168,9.002887619,8.973973249,8.946177474,8.917601899,8.883835992,8.847139182,8.821060094,8.808288659,8.813765067,8.84614102,8.900890494,8.965783879,9.029932113,9.096623864,9.16484476,9.226862195,9.280568398,9.331958439,9.381432431,9.430675224,9.469441951,9.480634466,9.485682413,9.512571435,9.565379231,9.647920466,9.75177884,9.849107856,9.925189094,9.973966553,10.00076552,10.01977111,10.03564828,10.0404378,10.03255444,10.0063385,9.980410042,9.979763288,9.982260067
Guatemala,GTM,"Population ages 15-64, male",SP.POP.1564.MA.IN,1086380,1117313,1150179,1184994,1220941,1256925,1292945,1329277,1365661,1401364,1436282,1470130,1503149,1535929,1570209,1605638,1640969,1676049,1710970,1747250,1785150,1824523,1860445,1898042,1944501,1995335,2048806,2104178,2161471,2220955,2283014,2346467,2410704,2476034,2542714,2611491,2682052,2754790,2831447,2911072,2992957,3076073,3161849,3250648,3344201,3441419,3541499,3644441,3750065,3858382,3969424,4083315,4197680,4313417,4428944,4543124,4657949,4772818,4886322,4999589,5116117,5235934,5358311
Guatemala,GTM,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.450991106,9.62218,9.827000841,10.07173058,10.31069941,10.49932009,10.65098941,10.76855188,10.83786811,10.88548762,10.93645523,10.96653292,10.96587718,10.93837292,10.90946687,10.88994172,10.87203984,10.84679281,10.81468082,10.78766498,10.75932921,10.73447831,10.69829026,10.63875006,10.57968114,10.53920996,10.5177471,10.51697768,10.54156576,10.59333298,10.66519599,10.74082621,10.81632449,10.88787397,10.94864785,11.00549411,11.05999631,11.10002172,11.12807496,11.13324234,11.0979343,11.04829786,11.02227385,11.03071296,11.07800064,11.15248172,11.2222825,11.27201963,11.29598058,11.30245275,11.30856642,11.31191215,11.29900771,11.27172581,11.21883815,11.14339903,11.07339392,10.99657123,10.89073298,10.771006,10.63888341,10.48132019,10.32513706
Guatemala,GTM,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,15.3472816,15.37597138,15.36077107,15.30541072,15.21741107,15.11642404,15.01990328,14.9326883,14.86777892,14.83736892,14.83588885,14.86996233,14.93350465,15.00408309,15.01510344,14.96921303,14.92426984,14.89059085,14.87900507,14.89350393,14.92451071,14.95092501,14.99715439,15.05593257,15.09679113,15.13427335,15.16327767,15.16107122,15.13022503,15.05823039,14.92845531,14.77731392,14.64629528,14.54701021,14.50959606,14.52283027,14.52887415,14.50916748,14.45478471,14.38161154,14.32040459,14.25968174,14.17870944,14.08577941,13.96478244,13.82189504,13.68917601,13.54419291,13.36125001,13.1568931,12.92354707,12.64371595,12.35956536,12.09679513,11.85295251,11.64271698,11.46739926,11.3175352,11.18992668,11.08561428,10.99649327,10.92019373,10.82826593
Guatemala,GTM,"Population ages 0-14, male",SP.POP.0014.MA.IN,974366,1003985,1033346,1062260,1091264,1120994,1151311,1181669,1211883,1242211,1272684,1303817,1335639,1367922,1398631,1427773,1458142,1490220,1524448,1561322,1601406,1644502,1691466,1740477,1788951,1837334,1886119,1935704,1986073,2036790,2087022,2136515,2184846,2231715,2279731,2328991,2376604,2422314,2466951,2511648,2560160,2608623,2651388,2686789,2716501,2741978,2763905,2782391,2797744,2810041,2819355,2827160,2833740,2839181,2844544,2850553,2855092,2858468,2862024,2863733,2861174,2857074,2852311
